,Link,Closeness Centrality
0,https://en.wikipedia.org/wiki/Antiderivative,0.46496398166339226
1,https://en.wikipedia.org//wiki/Antiderivative_(complex_analysis),0.31753130590339895
2,https://en.wikipedia.org//wiki/Lists_of_integrals,0.31753130590339895
3,https://en.wikipedia.org//wiki/Calculus,0.31753130590339895
4,https://en.wikipedia.org//wiki/Fundamental_theorem_of_calculus,0.31753130590339895
5,https://en.wikipedia.org//wiki/Leibniz_integral_rule,0.31753130590339895
6,https://en.wikipedia.org//wiki/Limit_of_a_function,0.31753130590339895
7,https://en.wikipedia.org//wiki/Continuous_function,0.3339604891815616
8,https://en.wikipedia.org//wiki/Mean_value_theorem,0.31753130590339895
9,https://en.wikipedia.org//wiki/Rolle%27s_theorem,0.31753130590339895
10,https://en.wikipedia.org//wiki/Differential_calculus,0.31753130590339895
11,https://en.wikipedia.org//wiki/Derivative,0.31753130590339895
12,https://en.wikipedia.org//wiki/Generalizations_of_the_derivative,0.31753130590339895
13,https://en.wikipedia.org//wiki/Differential_(mathematics),0.31753130590339895
14,https://en.wikipedia.org//wiki/Differential_(infinitesimal),0.31753130590339895
15,https://en.wikipedia.org//wiki/Differential_of_a_function,0.31753130590339895
16,https://en.wikipedia.org//wiki/Differential_of_a_function#Differentials_in_several_variables,0.31753130590339895
17,https://en.wikipedia.org//wiki/Notation_for_differentiation,0.31753130590339895
18,https://en.wikipedia.org//wiki/Second_derivative,0.31753130590339895
19,https://en.wikipedia.org//wiki/Implicit_function,0.31753130590339895
20,https://en.wikipedia.org//wiki/Logarithmic_differentiation,0.31753130590339895
21,https://en.wikipedia.org//wiki/Related_rates,0.31753130590339895
22,https://en.wikipedia.org//wiki/Taylor%27s_theorem,0.31753130590339895
23,https://en.wikipedia.org//wiki/Differentiation_rules,0.31753130590339895
24,https://en.wikipedia.org//wiki/Sum_rule_in_differentiation,0.31753130590339895
25,https://en.wikipedia.org//wiki/Product_rule,0.31753130590339895
26,https://en.wikipedia.org//wiki/Chain_rule,0.31753130590339895
27,https://en.wikipedia.org//wiki/Power_rule,0.31753130590339895
28,https://en.wikipedia.org//wiki/Quotient_rule,0.31753130590339895
29,https://en.wikipedia.org//wiki/L%27H%C3%B4pital%27s_rule,0.31753130590339895
30,https://en.wikipedia.org//wiki/Inverse_function_rule,0.31753130590339895
31,https://en.wikipedia.org//wiki/General_Leibniz_rule,0.31753130590339895
32,https://en.wikipedia.org//wiki/Fa%C3%A0_di_Bruno%27s_formula,0.31753130590339895
33,https://en.wikipedia.org//wiki/Reynolds_transport_theorem,0.31753130590339895
34,https://en.wikipedia.org//wiki/Integral,0.31753130590339895
35,https://en.wikipedia.org//wiki/Integral_transform,0.31753130590339895
36,https://en.wikipedia.org//wiki/Improper_integral,0.31753130590339895
37,https://en.wikipedia.org//wiki/Riemann_integral,0.31753130590339895
38,https://en.wikipedia.org//wiki/Lebesgue_integration,0.31753130590339895
39,https://en.wikipedia.org//wiki/Contour_integration,0.31753130590339895
40,https://en.wikipedia.org//wiki/Integral_of_inverse_functions,0.31753130590339895
41,https://en.wikipedia.org//wiki/Integration_by_parts,0.31753130590339895
42,https://en.wikipedia.org//wiki/Disc_integration,0.31753130590339895
43,https://en.wikipedia.org//wiki/Shell_integration,0.31753130590339895
44,https://en.wikipedia.org//wiki/Integration_by_substitution,0.31753130590339895
45,https://en.wikipedia.org//wiki/Trigonometric_substitution,0.31753130590339895
46,https://en.wikipedia.org//wiki/Weierstrass_substitution,0.31753130590339895
47,https://en.wikipedia.org//wiki/Euler_substitution,0.31753130590339895
48,https://en.wikipedia.org//wiki/Integration_using_Euler%27s_formula,0.31753130590339895
49,https://en.wikipedia.org//wiki/Partial_fractions_in_integration,0.31753130590339895
50,https://en.wikipedia.org//wiki/Order_of_integration_(calculus),0.31753130590339895
51,https://en.wikipedia.org//wiki/Integration_by_reduction_formulae,0.31753130590339895
52,https://en.wikipedia.org//wiki/Leibniz_integral_rule#Evaluating_definite_integrals,0.31753130590339895
53,https://en.wikipedia.org//wiki/Risch_algorithm,0.31753130590339895
54,https://en.wikipedia.org//wiki/Series_(mathematics),0.31753130590339895
55,https://en.wikipedia.org//wiki/Geometric_series,0.31753130590339895
56,https://en.wikipedia.org//wiki/Arithmetico%E2%80%93geometric_sequence,0.31753130590339895
57,https://en.wikipedia.org//wiki/Harmonic_series_(mathematics),0.31753130590339895
58,https://en.wikipedia.org//wiki/Alternating_series,0.31753130590339895
59,https://en.wikipedia.org//wiki/Power_series,0.31753130590339895
60,https://en.wikipedia.org//wiki/Binomial_series,0.31753130590339895
61,https://en.wikipedia.org//wiki/Taylor_series,0.31753130590339895
62,https://en.wikipedia.org//wiki/Convergence_tests,0.31753130590339895
63,https://en.wikipedia.org//wiki/Term_test,0.31753130590339895
64,https://en.wikipedia.org//wiki/Ratio_test,0.31753130590339895
65,https://en.wikipedia.org//wiki/Root_test,0.31753130590339895
66,https://en.wikipedia.org//wiki/Integral_test_for_convergence,0.31753130590339895
67,https://en.wikipedia.org//wiki/Direct_comparison_test,0.31753130590339895
68,https://en.wikipedia.org//wiki/Limit_comparison_test,0.31753130590339895
69,https://en.wikipedia.org//wiki/Alternating_series_test,0.31753130590339895
70,https://en.wikipedia.org//wiki/Cauchy_condensation_test,0.31753130590339895
71,https://en.wikipedia.org//wiki/Dirichlet%27s_test,0.31753130590339895
72,https://en.wikipedia.org//wiki/Abel%27s_test,0.31753130590339895
73,https://en.wikipedia.org//wiki/Vector_calculus,0.31753130590339895
74,https://en.wikipedia.org//wiki/Gradient,0.31753130590339895
75,https://en.wikipedia.org//wiki/Divergence,0.31753130590339895
76,https://en.wikipedia.org//wiki/Curl_(mathematics),0.31753130590339895
77,https://en.wikipedia.org//wiki/Laplace_operator,0.31753130590339895
78,https://en.wikipedia.org//wiki/Directional_derivative,0.31753130590339895
79,https://en.wikipedia.org//wiki/Vector_calculus_identities,0.31753130590339895
80,https://en.wikipedia.org//wiki/Gradient_theorem,0.31753130590339895
81,https://en.wikipedia.org//wiki/Green%27s_theorem,0.31753130590339895
82,https://en.wikipedia.org//wiki/Stokes%27_theorem,0.31753130590339895
83,https://en.wikipedia.org//wiki/Divergence_theorem,0.31753130590339895
84,https://en.wikipedia.org//wiki/Generalized_Stokes%27_theorem,0.31753130590339895
85,https://en.wikipedia.org//wiki/Multivariable_calculus,0.31753130590339895
86,https://en.wikipedia.org//wiki/Matrix_calculus,0.31753130590339895
87,https://en.wikipedia.org//wiki/Tensor_calculus,0.31753130590339895
88,https://en.wikipedia.org//wiki/Exterior_derivative,0.31753130590339895
89,https://en.wikipedia.org//wiki/Geometric_calculus,0.31753130590339895
90,https://en.wikipedia.org//wiki/Partial_derivative,0.31753130590339895
91,https://en.wikipedia.org//wiki/Multiple_integral,0.31753130590339895
92,https://en.wikipedia.org//wiki/Line_integral,0.31753130590339895
93,https://en.wikipedia.org//wiki/Surface_integral,0.31753130590339895
94,https://en.wikipedia.org//wiki/Volume_integral,0.31753130590339895
95,https://en.wikipedia.org//wiki/Jacobian_matrix_and_determinant,0.31753130590339895
96,https://en.wikipedia.org//wiki/Hessian_matrix,0.31753130590339895
97,https://en.wikipedia.org//wiki/Fractional_calculus,0.31753130590339895
98,https://en.wikipedia.org//wiki/Malliavin_calculus,0.31753130590339895
99,https://en.wikipedia.org//wiki/Stochastic_calculus,0.31753130590339895
100,https://en.wikipedia.org//wiki/Calculus_of_variations,0.31753130590339895
101,https://en.wikipedia.org//wiki/Precalculus,0.31753130590339895
102,https://en.wikipedia.org//wiki/History_of_calculus,0.31753130590339895
103,https://en.wikipedia.org//wiki/Glossary_of_calculus,0.31753130590339895
104,https://en.wikipedia.org//wiki/List_of_calculus_topics,0.31753130590339895
105,https://en.wikipedia.org//wiki/Integration_Bee,0.31753130590339895
106,https://en.wikipedia.org//wiki/Analysis,0.31753130590339895
107,https://en.wikipedia.org//wiki/Template:Calculus,0.31753130590339895
108,https://en.wikipedia.org//wiki/Template_talk:Calculus,0.31753130590339895
109,https://en.wikipedia.org//wiki/File:Slope_Field.png,0.31753130590339895
110,https://en.wikipedia.org//wiki/Slope_field,0.31753130590339895
111,https://en.wikipedia.org//wiki/Constant_of_integration,0.31753130590339895
112,https://en.wikipedia.org//wiki/Function_(mathematics),0.4231227651966627
113,https://en.wikipedia.org//wiki/Differentiable_function,0.31753130590339895
114,https://en.wikipedia.org//wiki/Roman_letters,0.31753130590339895
115,https://en.wikipedia.org//wiki/Interval_(mathematics),0.31753130590339895
116,https://en.wikipedia.org//wiki/Physics,0.3339604891815616
